CSV.file,ZTTol_A,A1,ZTTol_all,all1,density
UP，IVH_7d_2_80，I_II-III-IV，App_Adra2a.csv,3.2409638554216866,166,3.7886414972571796,3099,0.8554422100291122
UP，IVH_7d_2_80，I_II-III-IV，App_Casr.csv,3.2590361445783134,166,3.1080993868989997,3099,1.0485623974302527
UP，IVH_7d_2_80，I_II-III-IV，App_Cav1.csv,3.3795180722891565,166,3.6786060019361084,3099,0.9186953075459733
UP，IVH_7d_2_80，I_II-III-IV，App_Cd47.csv,2.7048192771084336,166,4.188447886414973,3099,0.6457808119999258
UP，IVH_7d_2_80，I_II-III-IV，App_Cd74.csv,3.7710843373493974,166,3.472410454985479,3099,1.0860134152444738
UP，IVH_7d_2_80，I_II-III-IV，App_Dcc.csv,3.2710843373493974,166,3.079380445304937,3099,1.0622540460490184
UP，IVH_7d_2_80，I_II-III-IV，App_Drd3.csv,4.0,166,4.0,3099,1.0
UP，IVH_7d_2_80，I_II-III-IV，App_Fpr2.csv,3.6927710843373496,166,3.1148757663762505,3099,1.1855275655611153
UP，IVH_7d_2_80，I_II-III-IV，App_Gpr3.csv,3.2409638554216866,166,3.4969344949983867,3099,0.9268014199457236
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp1.csv,2.891566265060241,166,4.155534043239755,3099,0.6958350563303064
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp10.csv,2.9457831325301207,166,3.916101968376896,3099,0.7522232966142752
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp2.csv,3.2710843373493974,166,3.1393998063891577,3099,1.0419457664144087
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp4.csv,3.3012048192771086,166,3.348822200709906,3099,0.9857808570957565
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp6.csv,3.0843373493975905,166,3.7947725072604066,3099,0.8127858372264569
UP，IVH_7d_2_80，I_II-III-IV，App_Lrp8.csv,3.13855421686747,166,3.9493384962891254,3099,0.7947037762948189
UP，IVH_7d_2_80，I_II-III-IV，App_Ncstn.csv,2.897590361445783,166,4.090029041626331,3099,0.7084522706209453
UP，IVH_7d_2_80，I_II-III-IV，App_Ngfr.csv,3.2349397590361444,166,3.1613423685059696,3099,1.0232804239311026
UP，IVH_7d_2_80，I_II-III-IV，App_Notch1.csv,3.2771084337349397,166,3.6889319135204905,3099,0.8883624069405683
UP，IVH_7d_2_80，I_II-III-IV，App_Notch2.csv,3.391566265060241,166,3.4585350112939657,3099,0.9806366724595714
UP，IVH_7d_2_80，I_II-III-IV，App_Sorcs1.csv,3.2409638554216866,166,3.829945143594708,3099,0.8462167822016856
UP，IVH_7d_2_80，I_II-III-IV，App_Sorl1.csv,2.7951807228915664,166,4.157792836398838,3099,0.6722751307909169
UP，IVH_7d_2_80，I_II-III-IV，App_Tnfrsf21.csv,2.6325301204819276,166,4.1126169732171665,3099,0.6401106977931341
UP，IVH_7d_2_80，I_II-III-IV，App_Trpc6.csv,3.253012048192771,166,3.4120684091642466,3099,0.9533841817050688
UP，IVH_7d_2_80，I_II-III-IV，App_Tspan12.csv,3.1204819277108435,166,3.771216521458535,3099,0.8274470346518272
UP，IVH_7d_2_80，I_II-III-IV，App_Tspan15.csv,3.1686746987951806,166,3.846079380445305,3099,0.8238713727297814
UP，IVH_7d_2_80，I_II-III-IV，App_Vldlr.csv,2.8795180722891565,166,3.9648273636656985,3099,0.726265687802075
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Adcy8.csv,2.9819277108433737,166,3.908357534688609,3099,0.7629618540211043
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Cacna1c.csv,2.7289156626506026,166,4.040658276863504,3099,0.6753641302151587
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Grm7.csv,3.0843373493975905,166,4.015811552113585,3099,0.7680483283072023
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Kcnq3.csv,2.5963855421686746,166,4.301387544369152,3099,0.6036158135919522
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Mylk.csv,3.216867469879518,166,3.717005485640529,3099,0.8654459839531754
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Scn10a.csv,3.3493975903614457,166,3.2620200064536946,3099,1.0267863421238619
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Scn4a.csv,4.0,166,4.0,3099,1.0
UP，IVH_7d_2_80，I_II-III-IV，Calm2_Trpc5.csv,3.3313253012048194,166,3.2145853501129396,3099,1.0363157105434386
UP，IVH_7d_2_80，I_II-III-IV，Cck_Cckar.csv,3.2409638554216866,166,3.1958696353662472,3099,1.0141101562956185
UP，IVH_7d_2_80，I_II-III-IV，Cck_Cckbr.csv,3.4819277108433737,166,4.097128105840594,3099,0.8498459459638982
UP，IVH_7d_2_80，I_II-III-IV，Hspa8_Aqp2.csv,4.0,166,4.0,3099,1.0
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_Cntnap1.csv,2.716867469879518,166,4.142626653759277,3099,0.6558320835921971
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_Lingo1.csv,2.680722891566265,166,4.296547273313973,3099,0.6239249148301806
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_Ngfr.csv,3.1506024096385543,166,3.1655372700871247,3099,0.9952820456136473
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_Rtn4r.csv,2.8734939759036147,166,4.195224265892223,3099,0.6849440682505424
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_Rtn4rl2.csv,4.0,166,4.0,3099,1.0
UP，IVH_7d_2_80，I_II-III-IV，Rtn4_S1pr2.csv,3.2710843373493974,166,3.290416263310745,3099,0.994124778017631
