CSV.file,ZTTol_A,A1,ZTTol_all,all1,density
UP，IVH_1d_1_150，cpd_MB，Calm2_ Grm7.csv,4.0,305,4.0,3168,1.0
UP，IVH_1d_1_150，cpd_MB，Calm2_ Mylk.csv,4.0,305,4.0,3168,1.0
UP，IVH_1d_1_150，cpd_MB，Calm2_ Trpc5.csv,4.0,305,4.0,3168,1.0
UP，IVH_1d_1_150，cpd_MB，Calm2_Adcy8.csv,3.0098360655737704,305,3.976641414141414,3168,0.7568789217127881
UP，IVH_1d_1_150，cpd_MB，Calm2_Cacna1c.csv,2.678688524590164,305,4.202020202020202,3168,0.6374763556116014
UP，IVH_1d_1_150，cpd_MB，Calm2_Kcnq3.csv,2.422950819672131,305,4.35574494949495,3168,0.5562655407436271
UP，IVH_1d_1_150，cpd_MB，Calm2_Scn10a.csv,3.544262295081967,305,3.268939393939394,3168,1.0842239234086202
UP，IVH_1d_1_150，cpd_MB，Calm2_Scn4a.csv,4.0,305,4.0,3168,1.0
UP，IVH_1d_1_150，cpd_MB，Gnas_Gcgr.csv,4.0,305,4.0,3168,1.0
UP，IVH_1d_1_150，cpd_MB，Gnas_Htr6.csv,3.2983606557377048,305,3.3083964646464645,3168,0.9969665640088778
UP，IVH_1d_1_150，cpd_MB，Gnas_Lhcgr.csv,3.422950819672131,305,3.1521464646464645,3168,1.0859110952054187
UP，IVH_1d_1_150，cpd_MB，Gnas_Ptgdr.csv,3.3377049180327867,305,3.194760101010101,3168,1.0447435214235616
UP，IVH_1d_1_150，cpd_MB，Gnas_Pth1r.csv,3.914754098360656,305,3.757575757575758,3168,1.0418297197250133
UP，IVH_1d_1_150，cpd_MB，Gng3_Kcnj6.csv,3.1704918032786886,305,3.303977272727273,3168,0.9595985509493536
